time,stage_id,enable,load_force_N_profile,x_ref_m_profile,x_m,pA_Pa,pB_Pa,spool_u
0.52,stage1,True,0.0,0.05,4721885670.884298,21000000.0,100000.0,0.0
0.53,stage1,True,0.0,0.05,-8627562546.494158,100000.0,21000000.0,0.0
0.54,stage1,True,0.0,0.05,15763794527.191412,21000000.0,100000.0,0.0
0.55,stage1,True,0.0,0.05,-28802714156.351448,100000.0,21000000.0,0.0
0.56,stage1,True,0.0,0.05,52626690950.053,21000000.0,100000.0,0.0
0.57,stage1,True,0.0,0.05,-96156514462.79434,100000.0,21000000.0,0.0
0.58,stage1,True,0.0,0.05,175691747034.66165,21000000.0,100000.0,0.0
0.59,stage1,True,0.0,0.05,-321014027479.16016,100000.0,21000000.0,0.0
0.6,stage1,True,0.0,0.05,586538682537.9696,21000000.0,100000.0,0.0
0.61,stage1,True,0.0,0.05,-1071690320871.1232,100000.0,21000000.0,0.0
0.62,stage1,True,0.0,0.05,1958131966470.7358,21000000.0,100000.0,0.0
0.63,stage1,True,0.0,0.05,-3577788026486.522,100000.0,21000000.0,0.0
0.64,stage1,True,0.0,0.05,6537132012375.475,21000000.0,100000.0,0.0
0.65,stage1,True,0.0,0.05,-11944278037396.479,100000.0,21000000.0,0.0
0.66,stage1,True,0.0,0.05,21823909562259.844,21000000.0,100000.0,0.0
0.67,stage1,True,0.0,0.05,-39875413741248.54,100000.0,21000000.0,0.0
0.68,stage1,True,0.0,0.05,72858101638463.69,21000000.0,100000.0,0.0
0.69,stage1,True,0.0,0.05,-133122204293754.12,100000.0,21000000.0,0.0
0.7,stage1,True,0.0,0.05,243233365645001.62,21000000.0,100000.0,0.0
0.71,stage1,True,0.0,0.05,-444422254550735.4,100000.0,21000000.0,0.0
0.72,stage1,True,0.0,0.05,812023218180628.9,21000000.0,100000.0,0.0
0.73,stage1,True,0.0,0.05,-1483682916668946.0,100000.0,21000000.0,0.0
0.74,stage1,True,0.0,0.05,2710901545583152.5,21000000.0,100000.0,0.0
0.75,stage1,True,0.0,0.05,-4953206043744522.0,100000.0,21000000.0,0.0
0.76,stage1,True,0.0,0.05,9050218054492132.0,21000000.0,100000.0,0.0
0.77,stage1,True,0.0,0.05,-1.6536046776672296e+16,100000.0,21000000.0,0.0
0.78,stage1,True,0.0,0.05,3.021372980782161e+16,21000000.0,100000.0,0.0
0.79,stage1,True,0.0,0.05,-5.5204818976918344e+16,100000.0,21000000.0,0.0
0.8,stage1,True,0.0,0.05,1.0086712423983414e+17,21000000.0,100000.0,0.0
0.81,stage1,True,0.0,0.05,-1.8429870690578774e+17,100000.0,21000000.0,0.0
0.82,stage1,True,0.0,0.05,3.3674017796306125e+17,21000000.0,100000.0,0.0
0.83,stage1,True,0.0,0.05,-6.152726156270168e+17,100000.0,21000000.0,0.0
0.84,stage1,True,0.0,0.05,1.1241913389439067e+18,21000000.0,100000.0,0.0
0.85,stage1,True,0.0,0.05,-2.0540588585574692e+18,100000.0,21000000.0,0.0
0.86,stage1,True,0.0,0.05,3.753060220497689e+18,21000000.0,100000.0,0.0
0.87,stage1,True,0.0,0.05,-6.857379456289849e+18,100000.0,21000000.0,0.0
0.88,stage1,True,0.0,0.05,1.2529416061783925e+19,21000000.0,100000.0,0.0
0.89,stage1,True,0.0,0.05,-2.289304067974469e+19,100000.0,21000000.0,0.0
0.9,stage1,True,0.0,0.05,4.182886967597636e+19,21000000.0,100000.0,0.0
0.91,stage1,True,0.0,0.05,-7.642734588410857e+19,100000.0,21000000.0,0.0
0.92,stage1,True,0.0,0.05,1.3964372559280313e+20,21000000.0,100000.0,0.0
0.93,stage1,True,0.0,0.05,-2.551491206695532e+20,100000.0,21000000.0,0.0
0.94,stage1,True,0.0,0.05,4.661940484764503e+20,21000000.0,100000.0,0.0
0.95,stage1,True,0.0,0.05,-8.518034091771442e+20,100000.0,21000000.0,0.0
0.96,stage1,True,0.0,0.05,1.5563670326916303e+21,21000000.0,100000.0,0.0
0.97,stage1,True,0.0,0.05,-2.84370585319601e+21,100000.0,21000000.0,0.0
0.98,stage1,True,0.0,0.05,5.195858566546418e+21,21000000.0,100000.0,0.0
0.99,stage1,True,0.0,0.05,-9.49357902583779e+21,100000.0,21000000.0,0.0
1.0,stage1,True,0.0,0.05,1.734613087818007e+22,21000000.0,100000.0,0.0
1.01,stage1,True,0.0,0.05,-3.1693869680133537e+22,100000.0,21000000.0,0.0
1.02,stage1,True,0.0,0.05,5.790924687215773e+22,21000000.0,100000.0,0.0
1.03,stage1,True,0.0,0.05,-1.0580850199565724e+23,100000.0,21000000.0,0.0
1.04,stage1,True,0.0,0.05,1.933273129813e+23,21000000.0,100000.0,0.0
1.05,stage1,True,0.0,0.05,-3.532367365535856e+23,100000.0,21000000.0,0.0
1.06,stage1,True,0.0,0.05,6.454141948535564e+23,21000000.0,100000.0,0.0
1.07,stage1,True,0.0,0.05,-1.1792643284577304e+24,100000.0,21000000.0,0.0
1.08,stage1,True,0.0,0.05,2.154685111455292e+24,21000000.0,100000.0,0.0
1.09,stage1,True,0.0,0.05,-3.9369188209049726e+24,100000.0,21000000.0,0.0
1.1,stage1,True,0.0,0.05,7.193315496540201e+24,21000000.0,100000.0,0.0
1.11,stage1,True,0.0,0.05,-1.314321940244405e+25,100000.0,21000000.0,0.0
1.12,stage1,True,0.0,0.05,2.40145474425343e+25,21000000.0,100000.0,0.0
1.13,stage1,True,0.0,0.05,-4.387802342875292e+25,100000.0,21000000.0,0.0
1.14,stage1,True,0.0,0.05,8.01714437726354e+25,21000000.0,100000.0,0.0
1.15,stage1,True,0.0,0.05,-1.4648472958279855e+26,100000.0,21000000.0,0.0
1.16,stage1,True,0.0,0.05,2.6764861640510858e+26,21000000.0,100000.0,0.0
1.17,stage1,True,0.0,0.05,-4.8903242042767084e+26,100000.0,21000000.0,0.0
1.18,stage1,True,0.0,0.05,8.935323912430344e+26,21000000.0,100000.0,0.0
1.19,stage1,True,0.0,0.05,-1.632611869581723e+27,100000.0,21000000.0,0.0
1.2,stage1,True,0.0,0.05,2.983016108673057e+27,21000000.0,100000.0,0.0
1.21,stage1,True,0.0,0.05,-5.450398389473139e+27,100000.0,21000000.0,0.0
1.22,stage1,True,0.0,0.05,9.9586597999251e+27,21000000.0,100000.0,0.0
1.23,stage1,True,0.0,0.05,-1.8195900175332134e+28,100000.0,21000000.0,0.0
1.24,stage1,True,0.0,0.05,3.3246520098331104e+28,21000000.0,100000.0,0.0
1.25,stage1,True,0.0,0.05,-6.074616193746836e+28,100000.0,21000000.0,0.0
1.26,stage1,True,0.0,0.05,1.1099195281849555e+29,21000000.0,100000.0,0.0
1.27,stage1,True,0.0,0.05,-2.027982212793039e+29,100000.0,21000000.0,0.0
1.28,stage1,True,0.0,0.05,3.705414447595531e+29,21000000.0,100000.0,0.0
1.29,stage1,True,0.0,0.05,-6.770323793688468e+29,100000.0,21000000.0,0.0
1.3,stage1,True,0.0,0.05,1.2370352876755347e+30,21000000.0,100000.0,0.0
1.31,stage1,True,0.0,0.05,-2.260240942066983e+30,100000.0,21000000.0,0.0
1.32,stage1,True,0.0,0.05,4.1297844670182216e+30,21000000.0,100000.0,0.0
1.33,stage1,True,0.0,0.05,-7.545708701492738e+30,100000.0,21000000.0,0.0
1.34,stage1,True,0.0,0.05,1.3787092344045082e+31,21000000.0,100000.0,0.0
1.35,stage1,True,0.0,0.05,-2.519099568018349e+31,100000.0,21000000.0,0.0
1.36,stage1,True,0.0,0.05,4.602756313829389e+31,21000000.0,100000.0,0.0
1.37,stage1,True,0.0,0.05,-8.409896120605418e+31,100000.0,21000000.0,0.0
1.38,stage1,True,0.0,0.05,1.5366086739561759e+32,21000000.0,100000.0,0.0
1.39,stage1,True,0.0,0.05,-2.8076044971500376e+32,100000.0,21000000.0,0.0
1.4,stage1,True,0.0,0.05,5.129896209763033e+32,21000000.0,100000.0,0.0
1.41,stage1,True,0.0,0.05,-9.373056336693517e+32,100000.0,21000000.0,0.0
1.42,stage1,True,0.0,0.05,1.7125918634304805e+33,21000000.0,100000.0,0.0
1.43,stage1,True,0.0,0.05,-3.129151031778538e+33,100000.0,21000000.0,0.0
1.44,stage1,True,0.0,0.05,5.717407859259137e+33,21000000.0,100000.0,0.0
1.45,stage1,True,0.0,0.05,-1.0446524407784378e+34,100000.0,21000000.0,0.0
1.46,stage1,True,0.0,0.05,1.9087298805472276e+34,21000000.0,100000.0,0.0
1.47,stage1,True,0.0,0.05,-3.4875233280257443e+34,100000.0,21000000.0,0.0
1.48,stage1,True,0.0,0.05,6.37220545844691e+34,21000000.0,100000.0,0.0
1.49,stage1,True,0.0,0.05,-1.1642933562152467e+35,100000.0,21000000.0,0.0
1.5,stage1,True,0.0,0.05,2.1273309973551237e+35,21000000.0,100000.0,0.0
1.51,stage1,True,0.0,0.05,-3.886938930081205e+35,100000.0,21000000.0,0.0
1.52,stage1,True,0.0,0.05,7.101995065631405e+35,21000000.0,100000.0,0.0
1.53,stage1,True,0.0,0.05,-1.2976363873872103e+36,100000.0,21000000.0,0.0
1.54,stage1,True,0.0,0.05,2.370967845387577e+36,21000000.0,100000.0,0.0
1.55,stage1,True,0.0,0.05,-4.332098404839486e+36,100000.0,21000000.0,0.0
1.56,stage1,True,0.0,0.05,7.915365290896644e+36,21000000.0,100000.0,0.0
1.57,stage1,True,0.0,0.05,-1.4462507965733238e+37,100000.0,21000000.0,0.0
1.58,stage1,True,0.0,0.05,2.6425076919627975e+37,21000000.0,100000.0,0.0
1.59,stage1,True,0.0,0.05,-4.828240661043971e+37,100000.0,21000000.0,0.0
1.6,stage1,True,0.0,0.05,8.82188837211775e+37,21000000.0,100000.0,0.0
1.61,stage1,True,0.0,0.05,-1.6118855689616501e+38,100000.0,21000000.0,0.0
1.62,stage1,True,0.0,0.05,2.945146183937846e+38,21000000.0,100000.0,0.0
1.63,stage1,True,0.0,0.05,-5.381204603966063e+38,100000.0,21000000.0,0.0
1.64,stage1,True,0.0,0.05,9.832232826905469e+38,21000000.0,100000.0,0.0
1.65,stage1,True,0.0,0.05,-1.796489995775734e+39,100000.0,21000000.0,0.0
1.66,stage1,True,0.0,0.05,3.2824449560335417e+39,21000000.0,100000.0,0.0
1.67,stage1,True,0.0,0.05,-5.997497851212669e+39,100000.0,21000000.0,0.0
1.68,stage1,True,0.0,0.05,1.0958289006243138e+40,21000000.0,100000.0,0.0
1.69,stage1,True,0.0,0.05,-2.002236614725401e+40,100000.0,21000000.0,0.0
1.7,stage1,True,0.0,0.05,3.658373546329231e+40,21000000.0,100000.0,0.0
1.71,stage1,True,0.0,0.05,-6.684373318343815e+40,100000.0,21000000.0,0.0
1.72,stage1,True,0.0,0.05,1.2213309027400695e+41,21000000.0,100000.0,0.0
1.73,stage1,True,0.0,0.05,-2.2315467777575585e+41,100000.0,21000000.0,0.0
1.74,stage1,True,0.0,0.05,4.077356112211604e+41,21000000.0,100000.0,0.0
1.75,stage1,True,0.0,0.05,-7.449914575617963e+41,100000.0,21000000.0,0.0
1.76,stage1,True,0.0,0.05,1.361206273295086e+42,21000000.0,100000.0,0.0
1.77,stage1,True,0.0,0.05,-2.4871191470060615e+42,100000.0,21000000.0,0.0
1.78,stage1,True,0.0,0.05,4.5443234965632495e+42,21000000.0,100000.0,0.0
1.79,stage1,True,0.0,0.05,-8.303130980385842e+42,100000.0,21000000.0,0.0
1.8,stage1,True,0.0,0.05,1.5171011511302423e+43,21000000.0,100000.0,0.0
1.81,stage1,True,0.0,0.05,-2.771961454296789e+43,100000.0,21000000.0,0.0
1.82,stage1,True,0.0,0.05,5.064771256934815e+43,21000000.0,100000.0,0.0
1.83,stage1,True,0.0,0.05,-9.254063704713605e+43,100000.0,21000000.0,0.0
1.84,stage1,True,0.0,0.05,1.6908502024378774e+44,21000000.0,100000.0,0.0
1.85,stage1,True,0.0,0.05,-3.0894258979738558e+44,100000.0,21000000.0,0.0
1.86,stage1,True,0.0,0.05,5.6448243406247205e+44,21000000.0,100000.0,0.0
1.87,stage1,True,0.0,0.05,-1.0313903906032107e+45,100000.0,21000000.0,0.0
1.88,stage1,True,0.0,0.05,1.8844982122345763e+45,21000000.0,100000.0,0.0
1.89,stage1,True,0.0,0.05,-3.4432485936181175e+45,100000.0,21000000.0,0.0
1.9,stage1,True,0.0,0.05,6.291309166801614e+45,21000000.0,100000.0,0.0
1.91,stage1,True,0.0,0.05,-1.1495124431515913e+46,100000.0,21000000.0,0.0
1.92,stage1,True,0.0,0.05,2.1003241486415479e+46,21000000.0,100000.0,0.0
1.93,stage1,True,0.0,0.05,-3.8375935429392315e+46,100000.0,21000000.0,0.0
1.94,stage1,True,0.0,0.05,7.011833963978427e+46,21000000.0,100000.0,0.0
1.95,stage1,True,0.0,0.05,-1.2811626606173898e+47,100000.0,21000000.0,0.0
1.96,stage1,True,0.0,0.05,2.340867983173024e+47,21000000.0,100000.0,0.0
1.97,stage1,True,0.0,0.05,-4.277101638291508e+47,100000.0,21000000.0,0.0
1.98,stage1,True,0.0,0.05,7.814878308292757e+47,21000000.0,100000.0,0.0
1.99,stage1,True,0.0,0.05,-1.4278903832133409e+48,100000.0,21000000.0,0.0
2.0,stage1,True,0.0,0.08,2.608960582674198e+48,21000000.0,100000.0,0.0
2.01,stage1,True,0.0,0.08,-4.766945279531385e+48,100000.0,21000000.0,0.0
2.02,stage1,True,0.0,0.08,8.709892916342692e+48,21000000.0,100000.0,0.0
2.03,stage1,True,0.0,0.08,-1.591422392446578e+49,100000.0,21000000.0,0.0
2.04,stage1,True,0.0,0.08,2.9077570246919917e+49,21000000.0,100000.0,0.0
2.05,stage1,True,0.0,0.08,-5.312889245981398e+49,100000.0,21000000.0,0.0
2.06,stage1,True,0.0,0.08,9.707410866993658e+49,21000000.0,100000.0,0.0
2.07,stage1,True,0.0,0.08,-1.7736832329391976e+50,100000.0,21000000.0,0.0
2.08,stage1,True,0.0,0.08,3.240773728355393e+50,21000000.0,100000.0,0.0
2.09,stage1,True,0.0,0.08,-5.921358539873955e+50,100000.0,21000000.0,0.0
2.1,stage1,True,0.0,0.08,1.0819171561089112e+51,21000000.0,100000.0,0.0
2.11,stage1,True,0.0,0.08,-1.9768178616446434e+51,100000.0,21000000.0,0.0
2.12,stage1,True,0.0,0.08,3.6119298377453073e+51,21000000.0,100000.0,0.0
2.13,stage1,True,0.0,0.08,-6.599513999705353e+51,100000.0,21000000.0,0.0
2.14,stage1,True,0.0,0.08,1.205825887789283e+52,21000000.0,100000.0,0.0
2.15,stage1,True,0.0,0.08,-2.2032168910125023e+52,100000.0,21000000.0,0.0
2.16,stage1,True,0.0,0.08,4.0255933447767623e+52,21000000.0,100000.0,0.0
2.17,stage1,True,0.0,0.08,-7.355336573359064e+52,100000.0,21000000.0,0.0
2.18,stage1,True,0.0,0.08,1.3439255154175984e+53,21000000.0,100000.0,0.0
2.19,stage1,True,0.0,0.08,-2.4555447231766178e+53,100000.0,21000000.0,0.0
2.2,stage1,True,0.0,0.08,4.486632494397209e+53,21000000.0,100000.0,0.0
2.21,stage1,True,0.0,0.08,-8.1977212427777e+53,100000.0,21000000.0,0.0
2.22,stage1,True,0.0,0.08,1.4978412798067889e+54,21000000.0,100000.0,0.0
2.23,stage1,True,0.0,0.08,-2.7367709062676756e+54,100000.0,21000000.0,0.0
2.24,stage1,True,0.0,0.08,5.0004730770681546e+54,21000000.0,100000.0,0.0
2.25,stage1,True,0.0,0.08,-9.136581705546409e+54,100000.0,21000000.0,0.0
2.26,stage1,True,0.0,0.08,1.6693845557324018e+55,21000000.0,100000.0,0.0
2.27,stage1,True,0.0,0.08,-3.0502050818705346e+55,100000.0,21000000.0,0.0
2.28,stage1,True,0.0,0.08,5.573162282782008e+55,21000000.0,100000.0,0.0
2.29,stage1,True,0.0,0.08,-1.0182967045345145e+56,100000.0,21000000.0,0.0
2.3,stage1,True,0.0,0.08,1.8605741692990291e+56,21000000.0,100000.0,0.0
2.31,stage1,True,0.0,0.08,-3.3995359349081984e+56,100000.0,21000000.0,0.0
2.32,stage1,True,0.0,0.08,6.2114398680936065e+56,21000000.0,100000.0,0.0
2.33,stage1,True,0.0,0.08,-1.1349191764314946e+57,100000.0,21000000.0,0.0
2.34,stage1,True,0.0,0.08,2.0736601567181e+57,21000000.0,100000.0,0.0
2.35,stage1,True,0.0,0.08,-3.7888746043413245e+57,100000.0,21000000.0,0.0
2.36,stage1,True,0.0,0.08,6.922817473688103e+57,21000000.0,100000.0,0.0
2.37,stage1,True,0.0,0.08,-1.2648980707648796e+58,100000.0,21000000.0,0.0
2.38,stage1,True,0.0,0.08,2.3111502441099588e+58,21000000.0,100000.0,0.0
2.39,stage1,True,0.0,0.08,-4.22280306556321e+58,100000.0,21000000.0,0.0
2.4,stage1,True,0.0,0.08,7.715667025962925e+58,21000000.0,100000.0,0.0
2.41,stage1,True,0.0,0.08,-1.4097630585954697e+59,100000.0,21000000.0,0.0
2.42,stage1,True,0.0,0.08,2.5758393599572136e+59,21000000.0,100000.0,0.0
2.43,stage1,True,0.0,0.08,-4.7064280538864805e+59,100000.0,21000000.0,0.0
2.44,stage1,True,0.0,0.08,8.599319262972907e+59,21000000.0,100000.0,0.0
2.45,stage1,True,0.0,0.08,-1.571218999629479e+60,100000.0,21000000.0,0.0
2.46,stage1,True,0.0,0.08,2.8708425275311116e+60,21000000.0,100000.0,0.0
2.47,stage1,True,0.0,0.08,-5.245441163725065e+60,100000.0,21000000.0,0.0
2.48,stage1,True,0.0,0.08,9.584173544257895e+60,21000000.0,100000.0,0.0
2.49,stage1,True,0.0,0.08,-1.7511660060494317e+61,100000.0,21000000.0,0.0
2.5,stage1,True,500.0,0.08,3.1996315243890537e+61,21000000.0,100000.0,0.0
2.51,stage1,True,500.0,0.08,-5.846185830754488e+61,100000.0,21000000.0,0.0
2.52,stage1,True,500.0,0.08,1.0681820236861767e+62,21000000.0,100000.0,0.0
2.53,stage1,True,500.0,0.08,-1.9517218041951432e+62,100000.0,21000000.0,0.0
2.54,stage1,True,500.0,0.08,3.5660757403747913e+62,21000000.0,100000.0,0.0
2.55,stage1,True,500.0,0.08,-6.5157319853433355e+62,100000.0,21000000.0,0.0
2.56,stage1,True,500.0,0.08,1.1905177117852066e+63,21000000.0,100000.0,0.0
2.57,stage1,True,500.0,0.08,-2.175246657262913e+63,100000.0,21000000.0,0.0
2.58,stage1,True,500.0,0.08,3.9744877149617805e+63,21000000.0,100000.0,0.0
2.59,stage1,True,500.0,0.08,-7.261959255808993e+63,100000.0,21000000.0,0.0
2.6,stage1,True,0.0,0.08,1.3268641398618796e+64,21000000.0,100000.0,0.0
2.61,stage1,True,0.0,0.08,-2.4243711423230984e+64,100000.0,21000000.0,0.0
2.62,stage1,True,0.0,0.08,4.429673889854597e+64,21000000.0,100000.0,0.0
2.63,stage1,True,0.0,0.08,-8.093649700702203e+64,100000.0,21000000.0,0.0
2.64,stage1,True,0.0,0.08,1.478825916005395e+65,21000000.0,100000.0,0.0
2.65,stage1,True,0.0,0.08,-2.7020271085600413e+65,100000.0,21000000.0,0.0
2.66,stage1,True,0.0,0.08,4.936991174131286e+65,21000000.0,100000.0,0.0
2.67,stage1,True,0.0,0.08,-9.020591161438465e+65,100000.0,21000000.0,0.0
2.68,stage1,True,0.0,0.08,1.6481914192638012e+66,21000000.0,100000.0,0.0
2.69,stage1,True,0.0,0.08,-3.0114821810646387e+66,100000.0,21000000.0,0.0
2.7,stage1,True,0.0,0.08,5.502409987623331e+66,21000000.0,100000.0,0.0
2.71,stage1,True,0.0,0.08,-1.005369245159721e+67,100000.0,21000000.0,0.0
2.72,stage1,True,0.0,0.08,1.8369538463815473e+67,21000000.0,100000.0,0.0
2.73,stage1,True,0.0,0.08,-3.356378216243318e+67,100000.0,21000000.0,0.0
2.74,stage1,True,0.0,0.08,6.132584524464836e+67,21000000.0,100000.0,0.0
2.75,stage1,True,0.0,0.08,-1.1205111738506568e+68,100000.0,21000000.0,0.0
2.76,stage1,True,0.0,0.08,2.0473346689564816e+68,21000000.0,100000.0,0.0
2.77,stage1,True,0.0,0.08,-3.7407741614100665e+68,100000.0,21000000.0,0.0
2.78,stage1,True,0.0,0.08,6.83493106371428e+68,21000000.0,100000.0,0.0
2.79,stage1,True,0.0,0.08,-1.2488399627987424e+69,100000.0,21000000.0,0.0
2.8,stage1,True,0.0,0.08,2.281809777076563e+69,21000000.0,100000.0,0.0
2.81,stage1,True,0.0,0.08,-4.1691938229579576e+69,100000.0,21000000.0,0.0
2.82,stage1,True,0.0,0.08,7.617715248663776e+69,21000000.0,100000.0,0.0
2.83,stage1,True,0.0,0.08,-1.391865863616028e+70,100000.0,21000000.0,0.0
2.84,stage1,True,0.0,0.08,2.5431386171055705e+70,21000000.0,100000.0,0.0
2.85,stage1,True,0.0,0.08,-4.646679105278732e+70,100000.0,21000000.0,0.0
2.86,stage1,True,0.0,0.08,8.490149361973209e+70,21000000.0,100000.0,0.0
2.87,stage1,True,0.0,0.08,-1.5512720925089385e+71,100000.0,21000000.0,0.0
2.88,stage1,True,0.0,0.08,2.8343966665353733e+71,21000000.0,100000.0,0.0
2.89,stage1,True,0.0,0.08,-5.178849346974026e+71,100000.0,21000000.0,0.0
2.9,stage1,True,0.0,0.08,9.462500741447135e+71,21000000.0,100000.0,0.0
2.91,stage1,True,0.0,0.08,-1.72893463939491e+72,100000.0,21000000.0,0.0
2.92,stage1,True,0.0,0.08,3.159011628084346e+72,21000000.0,100000.0,0.0
2.93,stage1,True,0.0,0.08,-5.771967452666278e+72,100000.0,21000000.0,0.0
2.94,stage1,True,0.0,0.08,1.0546212612339444e+73,21000000.0,100000.0,0.0
2.95,stage1,True,0.0,0.08,-1.92694434569826e+73,100000.0,21000000.0,0.0
2.96,stage1,True,0.0,0.08,3.520803768997645e+73,21000000.0,100000.0,0.0
2.97,stage1,True,0.0,0.08,-6.433013598687699e+73,100000.0,21000000.0,0.0
2.98,stage1,True,0.0,0.08,1.1754038758221313e+74,21000000.0,100000.0,0.0
2.99,stage1,True,0.0,0.08,-2.147631510649821e+74,100000.0,21000000.0,0.0
3.0,stage1,True,0.0,0.08,3.92403088028679e+74,21000000.0,100000.0,0.0
3.01,stage1,True,0.0,0.08,-7.169767380059812e+74,100000.0,21000000.0,0.0
3.02,stage1,True,0.0,0.08,1.3100193615301194e+75,21000000.0,100000.0,0.0
3.03,stage1,True,0.0,0.08,-2.3935933156719192e+75,100000.0,21000000.0,0.0
3.04,stage1,True,0.0,0.08,4.373438385016597e+75,21000000.0,100000.0,0.0
3.05,stage1,True,0.0,0.08,-7.990899365526662e+75,100000.0,21000000.0,0.0
3.06,stage1,True,0.0,0.08,1.4600519556593408e+76,21000000.0,100000.0,0.0
3.07,stage1,True,0.0,0.08,-2.667724389598303e+76,100000.0,21000000.0,0.0
3.08,stage1,True,0.0,0.08,4.874315185342612e+76,21000000.0,100000.0,0.0
3.09,stage1,True,0.0,0.08,-8.906073138099885e+76,100000.0,21000000.0,0.0
3.1,stage1,True,0.0,0.08,1.6272673334650162e+77,21000000.0,100000.0,0.0
3.11,stage1,True,0.0,0.08,-2.9732508744326383e+77,100000.0,21000000.0,0.0
3.12,stage1,True,0.0,0.08,5.432555905545569e+77,21000000.0,100000.0,0.0
3.13,stage1,True,0.0,0.08,-9.926059022013049e+77,100000.0,21000000.0,0.0
