time,DCMotor_angle,DCMotot_speed,controller_output
0.78,0.0,0.0,0.0
0.79,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.81,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0
0.84,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.86,0.0,0.0,0.0
0.87,0.0,0.0,0.0
0.88,0.0,0.0,0.0
0.89,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.91,0.0,0.0,0.0
0.92,0.0,0.0,0.0
0.93,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
0.96,0.0,0.0,0.0
0.97,0.0,0.0,0.0
0.98,0.0,0.0,0.0
0.99,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.01,0.0001455272616074451,0.04324639832163094,450.0
1.02,0.0008426004357674711,0.08068223859224198,-441.06548726772337
1.03,0.0017533674987749812,0.11549150801030347,442.0554945939969
1.04,0.0031383848949340563,0.14694350634277883,-416.4132033439941
1.05,0.004691751927953007,0.17740239808926336,429.6258686949639
1.06,0.006676422752619422,0.20568258036394654,-396.11018825956336
1.07,0.008807295379271428,0.23371778144425798,415.32363123466286
1.08,0.011342750213786296,0.26013506432398836,-378.27843125226025
1.09,0.014012859519162042,0.28662942494572924,400.4176431991052
1.1,0.01706828772892942,0.3117699935016478,-361.98299871506185
1.11,0.020251405244210242,0.33710740883751406,385.51803926568715
1.12,0.02380389318956538,0.36121447489026115,-346.75221131135606
1.1300000000000001,0.027478836337098876,0.38554470070815,370.9122401320892
1.1400000000000001,0.03150853170583599,0.40870341795492754,-332.34218038827623
1.1500000000000001,0.035655894342829966,0.4320704608919099,356.7298369963276
1.16,0.040143879515755265,0.4542962475311747,-318.62127246873746
1.17,0.04474462083049593,0.47669948575736104,343.02342649004254
1.18,0.0496719675073496,0.497980456502218,-305.51338652314865
1.19,0.054706826119187014,0.5194036354803706,329.80828952811305
1.2,0.06005427615006963,0.5397200312346832,-292.97011568077824
1.21,0.06550354544310387,0.5601450511653608,317.081818284723
1.22,0.07125153301733539,0.5794769139172484,-280.9570395133305
1.23,0.07709529870972412,0.5988866932817828,304.832974279935
1.24,0.08322376338460333,0.617220109340721,-269.4470637778299
1.25,0.08944175056161213,0.6356033536777964,293.04715353143416
1.26,0.0959304646889785,0.652928806428611,-258.41710649689594
1.27,0.10250222074495066,0.6702794715551957,281.70824114086867
1.28,0.10933082318631221,0.6865926598166052,-247.8463855758174
1.29,0.11623581988159001,0.7029096766478719,270.79977748790753
1.3,0.12338395632519084,0.7182106294039519,-237.71563193051372
1.31,0.1306016616417543,0.7334976042844951,260.3054622718791
1.32,0.13804896382414028,0.7477912715452655,-228.00664502947882
1.33,0.1455589961858102,0.7620551190117688,250.2094363616145
1.34,0.1532852669884486,0.7753496160302953,-218.70215687089734
1.35,0.16106738827842196,0.7886008349423566,240.49636984193802
1.36,0.1690526292581057,0.800907314581106,-209.7856272832164
1.37,0.1770868346583198,0.8131591589131104,231.15148178809602
1.3800000000000001,0.18531130169321242,0.8244913348355766,-201.2412040447682
1.3900000000000001,0.1935778704804106,0.8357593724873874,222.16056030329656
1.4000000000000001,0.20202212058578026,0.8461331088547116,-193.05367589879745
1.41,0.21050165871960458,0.8564348448945056,213.50995331063217
1.42,0.21914658921176622,0.8658678078256177,-185.20843790919565
1.43,0.2278200650552835,0.875222363746869,205.18655240541932
1.44,0.23664694640448872,0.8837337246784454,-177.69146339831383
1.45,0.2454957203935442,0.892161568062099,197.1777737694423
1.46,0.25448622355446865,0.8997717529868468,-170.48927937544727
1.47,0.2634920729555791,0.9072944675341408,189.47153808275363
1.48,0.2726282920954294,0.9140249439361701,-163.5889442185209
1.49,0.2817734314936653,0.920665034245466,182.056250440883
1.5,0.2910379027926661,0.9265381296095886,-156.9780267961811
1.51,0.3003050009631725,0.9323188546688795,174.92078067380424
1.52,0.30968071806358505,0.9373576012319994,-150.64458668226138
1.53,0.31905291175127554,0.9423028317561145,168.05444427601088
1.54,0.32852333833349734,0.9465308330527986,-144.57715526889712
1.55,0.33798424337649136,0.9506649286207469,161.4469840278636
1.56,0.34753332325974107,0.9541062441421825,-138.76471766969433
1.57,0.3570670434184619,0.957453946797189,155.08855233108312
1.58,0.36667920851664343,0.9601329917319452,-133.1966953465016
1.59,0.3762703423098422,0.9627193332996659,148.969694253954
1.6,0.3859305187181472,0.9646607908658255,-127.86292941443128
1.61,0.3955641645172684,0.9665110117386947,143.08133126914242
1.62,0.40525777695992315,0.9677397560643438,-122.75366459053532
1.6300000000000001,0.4149195365523803,0.9688792336054168,137.4147456614889
1.6400000000000001,0.4246325113848856,0.9694202614826344,-117.85953375723096
1.6500000000000001,0.434308492183282,0.9698744465357024,131.96156558108345
1.6600000000000001,0.44402725911215246,0.9697528166750227,-113.17154311479581
1.67,0.45370407515904415,0.9695471769406451,126.71375071649726
1.68,0.46341556781715093,0.968787955600286,-108.68105789923212
1.69,0.473080339712411,0.9679479248608747,121.6635785634146
1.7,0.48277199520763003,0.9665761369270348,-104.3797886431779
1.71,0.49241234906703824,0.9651270692864247,116.80363126460193
1.72,0.502072106605157,0.963167654046214,-100.25977795863642
1.73,0.5116761721436484,0.9611347824985448,112.12678299801806
1.74,0.5212924708127125,0.9586125534820008,-96.31338782118704
1.75,0.530848878633267,0.9560209522463178,107.6261878907415
1.76,0.5404106544252456,0.9529605606240801,-92.53328733619074
1.77,0.5499085325841644,0.9498351107803006,103.29526843728766
1.78,0.5594052147204579,0.9462610118934772,-88.91244096826932
1.79,0.5688341846312754,0.9426263699367188,99.1277044017665
1.8,0.5782556912509278,0.9385627926085793,-85.44409721607752
1.81,0.5876058629822563,0.9344433616046347,95.117422184133
1.82,0.5969425962453189,0.9299142799438649,-82.12177771508539
1.83,0.6062045632621031,0.9253341830226206,91.25858463161376
1.84,0.6154474039153276,0.9203632904763343,-78.93926675178392
1.85,0.6246122373081758,0.9153463464439314,87.54558127713861
1.86,0.6337525387557896,0.9099570318986184,-75.89060117336746
1.87,0.6428117809990265,0.9045267327846466,83.97301898733829
1.8800000000000001,0.6518413629176545,0.8987420585453698,-72.97006067758824
1.8900000000000001,0.6607870211933491,0.8929215489308928,80.53571300337347
1.9000000000000001,0.6696981627270219,0.886764230435701,-70.17215846807994
1.9100000000000001,0.6785227070038755,0.8805762290338066,77.22867835852637
1.92,0.6873081390072204,0.8740686217578584,-67.49163458055014
1.93,0.6960044913043352,0.8675354411119748,74.0471241845957
1.94,0.704657379502697,0.8606996315517758,-64.92344595500634
1.95,0.7132188960921055,0.8538432788244364,70.98644843491462
1.96,0.7217328510104462,0.8467008648238663,-62.46275764411672
1.97,0.730153322930586,0.8395429279542138,68.04221781164976
1.98,0.7385223875009063,0.8321150516739337,-60.10493061884425
1.99,0.746796031730854,0.8246766904505531,65.21016647378731
2.0,0.7550146690255547,0.8169840690624944,-57.8455159756853
2.0100000000000002,0.7631361198611818,0.80928600290293,62.48619065058149
2.02,0.7711992044091813,0.8013489165854909,-55.68024929095931
2.0300000000000002,0.7791635046040787,0.7934114134843538,59.866342030506544
2.04,0.7870663134809482,0.78524969457711,-53.605043450818314
2.05,0.7948689051752195,0.7770925611745655,57.346821421315056
2.06,0.8026071088900393,0.7687255844439748,-51.61598175555399
2.07,0.8102438243489329,0.7603681571695319,54.923972674609175
2.08,0.8178134775494351,0.7518148311416204,-49.70931128443365
2.09,0.8252805297330107,0.74327596838863,52.59427686623718
2.1,0.832678061749899,0.7345547277040946,-47.88143650965165
2.11,0.8399720347339761,0.7258528029939529,50.35434672297973
2.12,0.8471942399843496,0.7169816017453507,-46.12891314911701
2.13,0.8543120792522558,0.7081344978416422,48.20092128581531
2.14,0.861356107521273,0.6991308038542423,-44.44844224869415
2.15,0.8682951101450768,0.6901559077898711,46.13086080019488
2.16,0.8751584567643567,0.6810366978084719,-42.83686448505912
2.17,0.8819162614935512,0.671950896790376,44.14114182391956
2.18,0.8885967574339089,0.6627326525380546,-41.29115468073131
2.19,0.8951713347088576,0.6535523306951658,42.228852543609804
2.2,0.9016671366044974,0.6442510357689345,-39.8084165233289
2.21,0.9080567785112434,0.6349920717107297,40.39118829100103
2.22,0.9143663586316453,0.6256232092828026,-38.38587748132028
2.23,0.9205696688140091,0.6163009744371526,38.62544725072004
2.24,0.9266918049993264,0.6068795257289527,-37.020883908950815
2.25,0.9327076885437207,0.5975088834273671,36.92902635140662
2.2600000000000002,0.9386414541187279,0.5880493269261008,-35.710896333278455
2.27,0.9444691074262668,0.5786446322080913,35.299417332495665
2.2800000000000002,0.9502138611072988,0.5691609435964091,-34.45348491649817
2.29,0.9558527617675149,0.5597360437014622,33.73420297916974
2.3000000000000003,0.9614081375764353,0.5502416964690257,-33.24632508714839
2.31,0.9668580342559547,0.5408099319897044,32.23105351835447
2.32,0.9722239314542989,0.5313178986999489,-32.08719333379297
2.33,0.9774848338136362,0.5218921053657558,30.787723168885584
2.34,0.9826614068697656,0.5124148595484584,-30.97396315533487
2.35,0.9877335755204935,0.5030073706146132,29.402046839307516
2.36,0.9927212241219685,0.49355688925629404,-29.904601162075693
2.37,0.9976051606362122,0.4841795384691991,28.071936966905298
2.38,1.002404519758936,0.474767305075121,-28.877163322007423
2.39,1.0071009567425242,0.46543143018760336,26.79538049198524
2.4,1.0117128867878689,0.45606843838718075,-27.889791347051325
2.41,1.0162227780278565,0.4467848851980583,25.570435961542216
2.42,1.02064835503824,0.43748164286852825,-26.94070921403798
2.43,1.0249728657350972,0.4282607697601504,24.395230756745022
2.44,1.0292133716981149,0.41902730364188745,-26.028219815565706
2.45,1.033353868792405,0.4098789865894862,23.267958438875365
2.46,1.0374107820430498,0.40072484736748804,-25.150701736011047
2.47,1.0413688246429382,0.3916584854245334,22.186876208619474
2.48,1.0452438103731696,0.3825927532488755,-24.30660614683683
2.49,1.0490211403063803,0.37361727433420955,21.150302472402124
2.5,1.0527160411923562,0.36464856473615453,-23.49445382343434
2.5100000000000002,1.0563145736588488,0.3557724320197384,20.156614516873336
2.52,1.0598314006003653,0.3469089023365745,-22.712832264041886
2.5300000000000002,1.0632532149687897,0.3381401208468822,19.204246278697006
2.54,1.066594137980098,0.32938947681279995,-21.960392928677024
2.5500000000000003,1.0698414687149131,0.32073560044593946,18.291686207101915
2.56,1.0730088079388158,0.31210510327992064,-21.235848570724613
2.57,1.076084035670405,0.30357324213350756,17.41747522153687
2.58,1.0790802525415932,0.29506971590728537,-20.53797067597165
2.59,1.0819858952853292,0.28666654392080654,16.580204754281638
2.6,1.0848135838449253,0.27829638322701405,-19.86558699633511
2.61,1.087552288375147,0.2700281461064026,15.77851487588596
2.62,1.0902141667421783,0.26179732400533423,-19.217579176824863
2.63,1.0927887001265553,0.2536698474107801,15.011092499794557
2.64,1.0952876021317004,0.2455839236341489,-18.592880472397454
2.65,1.0977008434310926,0.23760262160980009,14.276669662629224
2.66,1.1000397104176554,0.22966675099998823,-17.99047355148801
2.67,1.1022946425561118,0.22183663462531442,13.57402187675217
2.68,1.1044765153526184,0.21405557579074808,-17.409388383089322
2.69,1.106576217161787,0.2063812620334775,12.901966551924026
2.7,1.1086042282303359,0.1987593861998435,-16.848700204444953
2.71,1.1105518665345213,0.19124510836462363,12.259361482960323
2.72,1.1124292323120644,0.1837864082729939,-16.307527504531777
2.73,1.1142280547278054,0.1764360211489248,11.645103333671578
2.74,1.1159580682599037,0.16914411893425993,-15.785030317356295
2.75,1.1176113953988998,0.1619611120812392,11.05812637011298
2.7600000000000002,1.1191974186153968,0.15483927298205552,-15.2804081853943
2.77,1.1207086370037103,0.1478267787654491,10.497401142036445
2.7800000000000002,1.1221540940143906,0.14087791630459795,-14.792898674909026
2.79,1.1235266490455493,0.13403871960599212,9.961933086443196
2.8000000000000003,1.1248350190887553,0.12726540644865048,-14.32177551051138
2.81,1.126072408182589,0.12060195433807686,9.450761353719827
2.82,1.1272472188926335,0.11400643192993119,-13.86634702945387
2.83,1.1283529848478553,0.10752084341398234,8.962957633662853
2.84,1.129397805716438,0.10110503169028716,-13.425954638665452
2.85,1.1303755305074268,0.09479910496442195,8.497625029263759
2.86,1.1312939662685118,0.08856461492928527,-12.999971444244302
2.87,1.1321472640449173,0.08243984487008638,8.053897208257617
2.88,1.132942949344224,0.0763879799439644,-12.58780061009216
2.89,1.133675461109784,0.07044556041666752,7.63093666210154
2.9,1.1343520537395966,0.06457733470302943,-12.188873957586758
2.91,1.1349674412478314,0.05881817095264862,7.227934418951307
2.92,1.1355286166632739,0.053134316290974676,-11.802650916262138
2.93,1.1360305567533804,0.04755903484425679,6.844108851985482
2.94,1.136480002516479,0.04206001064974382,-11.428617134429636
2.95,1.1368721816467866,0.03666896920621998,6.47870476137588
2.96,1.1372135920675517,0.03135497229502538,-11.06628326779429
2.97,1.1374997010462093,0.02614826959459069,6.13099249250952
2.98,1.1377367720203835,0.021019243980971405,-10.715183816638259
2.99,1.1379205009326974,0.015996729635769976,5.800267088735083
3.0,1.1380569249753787,0.011052376290402083,-10.374876009828917
3.0100000000000002,1.1381419583069943,0.006213660569213714,5.485847477090246
3.02,1.1381814197813005,0.0014534471262354247,-10.044938734053872
3.0300000000000002,1.1381714317361342,-0.003202089318456707,5.187075685464372
3.04,1.138117601705961,-0.00777891163065631,-9.724971506618019
3.0500000000000003,1.1380162533311582,-0.012252126529716405,4.903316346146461
3.06,1.137872785201093,-0.016646513950608458,-9.414594467632583
3.0700000000000003,1.137683717064447,-0.020938459309422494,4.633956667587135
3.08,1.137454244156337,-0.0251515880805053,-9.113446036178061
3.09,1.1371810733297638,-0.029263513150445414,4.378403559539564
3.1,1.1368692036473331,-0.03329675468687868,-8.821181706863541
3.11,1.136515520115368,-0.03723010025623061,4.136084044406296
3.12,1.1361248325269053,-0.0410850118513936,-8.53747391138738
3.13,1.1356941954558666,-0.04484140096404207,3.906444764961144
3.14,1.1352282360619914,-0.048519716602653244,-8.262011186967321
3.15,1.1347241702533692,-0.05210094539112832,3.688951361645934
3.16,1.1341864489376452,-0.05560456667952733,-7.994497379701784
3.17,1.1336124414633777,-0.05901259532057887,3.483087872637789
3.18,1.1330064286233381,-0.06234358254183259,-7.734650881662091
3.19,1.1323659256404464,-0.06558052634164283,3.2883561556247543
3.2,1.1316950490964337,-0.06874108964232101,-7.482203900522983
3.21,1.130991452838346,-0.07180921025811755,3.104275330288523
3.22,1.1302590961258465,-0.07480171641946949,-7.236901760573588
3.23,1.129495761920839,-0.07770341174390769,2.9303806967642885
3.24,1.1287052614506377,-0.08053037473076416,-6.998501635019714
3.25,1.1278854935653462,-0.08326815333613945,2.766223204524856
3.2600000000000002,1.1270401319368413,-0.08593217322096285,-6.766771308071263
3.27,1.1261671821446908,-0.08850865742196645,2.611370161336687
3.2800000000000002,1.1252701891105386,-0.09101245413303606,-6.541490891371609
3.29,1.1243472578616467,-0.09343041224797584,2.465403725241643
3.3000000000000003,1.1234018077272823,-0.09577681401314088,-6.322452257520233
3.31,1.1224320390032716,-0.09803911855891434,2.3279221399402985
3.3200000000000003,1.1214412485414522,-0.10023105399203133,-6.109457300211318
3.33,1.1204277278486592,-0.10234067388285902,2.1985378885748474
3.34,1.1193946543703275,-0.10438116424482734,-5.902317395370325
3.35,1.1183404068875202,-0.10634115716366131,2.0768772678033187
3.36,1.1172680464622622,-0.10823330876577875,-5.700852891087862
3.37,1.1161760353396886,-0.11004681371289116,1.9625799739999295
3.38,1.115067321178405,-0.11179381062693962,-5.504892624540538
3.39,1.1139404459833857,-0.11346404063598854,1.8552986955717827
3.4,1.1127982469476876,-0.11506913739220635,-5.314273456054899
3.41,1.1116393422582782,-0.11659937246682285,1.7546987255593436
3.42,1.1104664615242568,-0.11806588705675601,-5.128839835602733
3.43,1.1092782956502585,-0.119459467159198,1.660457582502822
3.44,1.1080774695086402,-0.12079077420118572,-4.948443378606875
3.45,1.1068627433680147,-0.12205109261366212,1.5722646380925411
3.46,1.1056366401581823,-0.1232506166959315,-4.7729424711773945
3.47,1.1043979862739886,-0.12438111344424117,1.4898207650137465
3.48,1.1031492054494318,-0.1254523226599468,-4.602201889242735
3.49,1.101889187078978,-0.12645647815586403,1.4128379897152712
3.5,1.1006202584000306,-0.12740287782784218,-4.436092437196059
3.5100000000000002,1.0993413687893727,-0.12828420670075558,1.3410391570174411
3.52,1.09805475163943,-0.1291093332972392,-4.274490604128395
3.5300000000000002,1.0967594133994516,-0.12987137841660526,1.2741576046866214
3.54,1.0954574962209327,-0.13057879365965397,-4.1172782369784855
3.5500000000000003,1.0941480608211258,-0.13122512034847658,1.2119368475601462
3.56,1.0928331606671888,-0.13181840551387575,-3.964342229873907
3.5700000000000003,1.0915119080433326,-0.13235259595395685,1.1541302708864691
3.58,1.090186270241668,-0.13283534636479044,-3.8155742291104744
3.59,1.0888554085135738,-0.1332609941941142,1.1005008324581382
3.6,1.0875212064383026,-0.13363681390652998,-3.670870353078726
3.61,1.0861828717337099,-0.1339575190078398,1.050820773253733
3.62,1.0848422066815728,-0.13423001568903153,-3.5301309265666347
3.63,1.0834984630624611,-0.1344493791703869,1.0048713362178745
3.64,1.0821533642295487,-0.13462215916927717,-3.3932602288924443
3.65,1.080806203716952,-0.13474377853499803,0.9624424928748283
3.66,1.0794586282719765,-0.13482044214274141,-3.260166255231482
3.67,1.0781099709655273,-0.13484790665431243,0.9233326775237529
3.68,1.0767618042160254,-0.13483204355584974,-3.130760490694726
3.69,1.0754134985044266,-0.13476892978161162,0.8873485286664078
3.7,1.0740665541519823,-0.13466411469562878,-3.004957696542739
3.71,1.072720377010654,-0.1345139822481325,0.8543046374561669
3.72,1.071376397491378,-0.13432377075379703,-2.882675708095576
3.73,1.0700340548635112,-0.13409015821293618,0.8240233029286372
3.74,1.0686947123215462,-0.13381808933610914,-2.7638352438383826
3.75,1.067357839516334,-0.13350450973498146,0.7963340455898269
3.7600000000000002,1.0660247372442118,-0.1331541132666539,-2.648359453904746
3.77,1.0646948993112646,-0.13276404876712258,0.7710729289253528
3.7800000000000002,1.0633695683486064,-0.13233879461562714,-2.5361732764728977
3.79,1.06204826098757,-0.13187569595289952,0.7480840663753803
3.8000000000000003,1.0607321633251232,-0.13137902081102215,-2.4272052025430426
3.81,1.059420813549243,-0.13084630380924261,0.7272183760905833
3.8200000000000003,1.0581153428272778,-0.13028160776361516,-2.32138592127367
3.83,1.0568153096947495,-0.12968265004559695,0.7083333557698666
3.84,1.055521791967299,-0.12905329337945282,-2.218648186576619
3.85,1.0542343673765242,-0.1283914312675584,0.6912928687796516
3.86,1.0529540619376438,-0.12770073145302605,-2.118926688207427
3.87,1.0516804714826335,-0.12697925705717242,0.6759669384141205
3.88,1.0504145717509357,-0.1262304859322883,-2.0221579290462444
3.89,1.0491559739474865,-0.1254526230571831,0.6622315487021986
3.9,1.0479056086084872,-0.12464900622788117,-1.9282793506567124
3.91,1.0466630991900394,-0.12381794933054915,0.6499676160785199
3.92,1.0454293329752244,-0.1229626615977403,-1.8372306467540334
3.93,1.0442039446229514,-0.12208155786937099,0.6390624084157253
3.94,1.0429877793044475,-0.12117772048845828,-1.7489531764726713
3.95,1.041780482293444,-0.12024966251480625,0.6294087675721443
3.96,1.040582857768674,-0.11930034107876082,-1.6633896936649748
3.97,1.0393945610803392,-0.11832836488033134,0.6209047410035318
3.98,1.0382163565250255,-0.11733656763995955,-1.5804842561081998
3.99,1.0370479089952245,-0.1163236508362638,0.6134534021966296
4.0,1.0358899440095586,-0.11529232672973275,-1.5001821297570679
4.01,1.0347421355140352,-0.11424138686593564,0.606962692085304
4.0200000000000005,1.0336051713312746,-0.11317342397660059,-1.4224297208730938
4.03,1.0324787340025583,-0.11208731698185594,0.6013452516705584
4.04,1.0313634747213147,-0.1109855410622631,-1.3471745007135336
4.05,1.0302590841951202,-0.10986705984436151,0.596518261130603
4.0600000000000005,1.029166178039801,-0.10873423297562664,-1.2743649391861585
4.07,1.0280844547282304,-0.10758610614944403,0.5924032826968304
4.08,1.0270144953348994,-0.10642492553268228,-1.203950443631257
4.09,1.025956005723773,-0.10524981627933068,0.5889261073480156
4.1,1.02490953344892,-0.10406291315748259,-1.1358813024042487
4.11,1.0238747914166808,-0.10286341821170224,0.5860166052271865
4.12,1.022852294666192,-0.10165335691713506,-1.0701086329372238
4.13,1.021841762821816,-0.10043200567934911,0.5836085798025756
4.14,1.020843679397797,-0.09920128280565546,-1.0065843340683056
4.15,1.0198577704427627,-0.09796053665151735,0.5816396256185268
4.16,1.0188844889049529,-0.09671158033828678,-0.9452610457154069
4.17,1.0179235669793523,-0.09545383174372811,0.5800509932505289
4.18,1.0169754280217338,-0.09418900109928154,-0.8860920990937196
4.19,1.0160398101072967,-0.09291657333494104,0.5787874433175837
4.2,1.015117107943092,-0.09163815795063927,-0.829031489926292
4.21,1.0142070652456188,-0.09035330458435523,0.5777971254195808
4.22,1.0133100490015199,-0.08906352416618302,-0.7740338424047746
4.23,1.0124258083482405,-0.08776842874942466,0.5770314461277692
4.24,1.0115546834649745,-0.08646943285635847,-0.7210543793327489
4.25,1.010696428707159,-0.08516620871521655,0.5764449438031196
4.26,1.0098513583441597,-0.08386007659938563,-0.6700488952248822
4.2700000000000005,1.0090192317628939,-0.08255076672608216,0.5759951666667806
4.28,1.0082003382051983,-0.08123950727240738,-0.6209737322260569
4.29,1.007394441918356,-0.07992608431379972,0.5756425539863632
4.3,1.0066018079837589,-0.07861163607525644,-0.5737857586176625
4.3100000000000005,1.0058222053523023,-0.07729600241526191,0.5753503203333743
4.32,1.0050558757968528,-0.07598023373972483,-0.5284423497710544
4.33,1.0043025928285605,-0.07466422167116445,0.575084342892441
4.34,1.0035625757485966,-0.07334893091609221,-0.48490137137989286
4.3500000000000005,1.0028356024975151,-0.07203430289901158,0.5748130517390897
4.36,1.0021218707265847,-0.07072121873110099,-0.443121164844662
4.37,1.0014211626864804,-0.06940966773360842,0.5745073230230235
4.38,1.0007336551854298,-0.06810044950921376,-0.4030605346134166
4.39,1.000059134675627,-0.06679359942725327,0.5741403750188216
4.4,0.9993977579142788,-0.06548983764996304,-0.3646787373703386
4.41,0.9987493154563803,-0.06418924380302492,0.5736876669928881
4.42,0.9981139447853334,-0.06289246065531238,-0.32793547295516223
4.43,0.9974914404692655,-0.06159961035338202,0.5731268008356031
4.44,0.9968819214803151,-0.0603112602982152,-0.2927908768262746
4.45,0.996285186318372,-0.05902757347764606,0.5724374253993892
4.46,0.9957013361922324,-0.057749043927048695,-0.2592055140109957
4.47,0.995130173459747,-0.056475873851270265,0.5716011435096338
4.48,0.9945717822997394,-0.0552084858980843,-0.22714037438326606
4.49,0.9940259688611311,-0.05394711992006692,0.5706014215990445
4.5,0.9934928010116629,-0.052692129130034585,-0.19655686918325
4.51,0.9929720886306276,-0.05144378951252953,0.569423501902488
4.5200000000000005,0.9924638839792224,-0.05020238677267849,-0.1674168286279425
4.53,0.9919680006119944,-0.048968231563926434,0.5680543171840573
4.54,0.9914844758737861,-0.047741543984060206,-0.1396825005754767
4.55,0.9910131269443477,-0.046522667944699884,0.5664824079767232
4.5600000000000005,0.9905539769280606,-0.04531175980928683,-0.1133165501130744
4.57,0.9901068465843305,-0.04410919538785468,0.564697842237754
4.58,0.989671745438773,-0.04291506915503826,-0.08828205996756466
4.59,0.9892484977888224,-0.04172978750864096,0.5626921373952696
4.6000000000000005,0.9888371002288789,-0.040553384852331106,-0.06454253164759471
4.61,0.9884373805563212,-0.03938629690973573,0.5604581847870218
4.62,0.9880493230677249,-0.038228499802815966,-0.04206188729366733
4.63,0.987672759025435,-0.03708045736646905,0.5579901764014217
4.64,0.9873076610475026,-0.035942089201809135,-0.02080447208605385
4.65,0.9869538638289324,-0.034813886086098915,0.5552835338830917
4.66,0.9866113289145245,-0.03369571283232297,-0.000735057162973618
4.67,0.9862798944019087,-0.03258808603510163,0.5523348397773793
4.68,0.9859595113538976,-0.03149081742378845,0.018181157019261818
4.69,0.9856500212427349,-0.030404448328597268,0.5491417709933168
4.7,0.9853513652264979,-0.0293287390712349,0.03597853691746966
4.71,0.9850633881256837,-0.028264254676812994,0.5457030343967348
4.72,0.9847860217569264,-0.02721070570751726,0.052691011863327475
4.73,0.9845191142640626,-0.026168679882809315,0.5420183045404556
4.74,0.9842625886716196,-0.025137839625424773,0.06835206972454877
4.75,0.9840162964229661,-0.02411879438637022,0.5380881634502073
4.76,0.9837801522859667,-0.02311116004196488,0.08299475241593957
4.7700000000000005,0.9835540109806832,-0.02211556684877726,0.5339140424740618
4.78,0.983337779539821,-0.021131585702118535,0.09665165120485764
4.79,0.9831313159380564,-0.02015986677325406,0.5294981661280804
4.8,0.9829345199805812,-0.01919993751556439,0.10935490195378961
4.8100000000000005,0.9827472528751509,-0.018252467157234668,0.5248434978840457
4.82,0.982569407693236,-0.01731694122239232,0.12113618029894901
4.83,0.982400848854556,-0.01639404717010614,0.5199536879124933
4.84,0.9822414631768315,-0.01548323008239397,0.13202669681146606
4.8500000000000005,0.9820911182709303,-0.014585194853292903,0.5148330226986122
4.86,0.9819496957889392,-0.013699352792209822,0.14205719217696178
